semantic_similarity_score,sentiment_weight,accuracy
0.0,1.0,0.6218536416689555
0.1,0.9,0.6283883134524029
0.2,0.8,0.6283883134524029
0.30000000000000004,0.7,0.6308915987610817
0.4,0.6,0.6337437321742376
0.5,0.5,0.636252416173617
0.6000000000000001,0.3999999999999999,0.6428812573353451
0.7000000000000001,0.29999999999999993,0.6439161648352941
0.8,0.19999999999999996,0.6323215146859487
0.9,0.09999999999999998,0.5728487372398376
1.0,0.0,0.4797389020522435
